order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1227075,19686,prior,15,3,15,4.0
3381320,76820,prior,5,1,12,14.0
2284893,73681,prior,3,2,16,4.0
3133624,183955,prior,4,0,12,19.0
1898770,22640,prior,14,3,1,9.0
2828587,166466,prior,14,1,15,17.0
592071,135629,prior,5,0,21,12.0
2446605,66588,prior,79,4,17,2.0
2583073,152078,prior,16,2,12,13.0
2432437,38792,prior,1,4,7,
806601,197151,prior,22,1,17,8.0
573227,151470,prior,42,2,16,2.0
83170,31699,prior,17,1,14,30.0
438733,78107,prior,1,6,10,
309650,37334,prior,6,5,14,30.0
3074299,152979,prior,2,5,10,30.0
1752678,60412,prior,15,4,11,9.0
1037125,73498,prior,2,5,9,30.0
1360785,159694,prior,5,0,11,7.0
2353791,104782,prior,8,0,10,6.0
1918894,29451,prior,11,4,10,22.0
1651590,204177,prior,3,2,12,21.0
345141,85058,prior,45,6,19,7.0
1628400,39913,prior,8,5,8,1.0
260976,25318,prior,60,0,12,25.0
2524912,132792,prior,17,4,15,1.0
672938,31589,prior,2,1,12,6.0
2160291,59197,prior,2,3,16,28.0
2439170,32664,prior,10,1,19,12.0
2820462,66643,prior,3,5,15,30.0
1885012,57354,prior,51,2,14,10.0
1885452,44225,prior,4,2,12,8.0
183609,112496,test,8,1,14,30.0
940708,8310,prior,2,1,10,19.0
1809940,93343,prior,40,1,10,5.0
432406,138315,prior,35,3,12,2.0
40350,32639,prior,9,0,11,10.0
1723220,158577,prior,12,4,13,5.0
1465910,5673,prior,1,6,12,
3407158,4807,prior,33,0,22,3.0
3231261,185718,prior,11,6,16,13.0
1207122,20433,prior,11,6,18,2.0
1533135,186486,prior,6,2,12,7.0
2601677,179309,prior,52,1,15,2.0
222623,95738,prior,11,5,14,16.0
3300919,157480,prior,5,3,12,15.0
1921740,72807,prior,5,0,14,30.0
1860701,92688,prior,1,2,16,
1188281,191676,prior,20,5,14,28.0
1151167,75762,prior,14,3,17,3.0
752138,126831,prior,3,5,21,3.0
1630936,35569,prior,14,1,9,19.0
1935742,24938,prior,8,3,11,8.0
1051710,3174,prior,1,1,13,
1052257,12484,prior,3,5,8,3.0
3405927,20932,train,9,0,8,30.0
1675159,191508,prior,18,4,10,9.0
466276,55689,train,40,5,9,4.0
1595428,93747,prior,1,1,10,
3419979,116728,prior,2,4,21,30.0
2707972,33796,prior,5,0,11,15.0
1955395,168096,prior,26,6,15,4.0
2603617,32656,prior,4,5,22,6.0
9977,160599,prior,11,0,16,6.0
1817877,184541,prior,2,4,17,13.0
871153,51923,prior,22,6,18,8.0
661757,78399,prior,35,0,13,4.0
1381987,124241,prior,13,5,15,8.0
1020856,116515,prior,18,4,16,18.0
2516060,55467,prior,3,0,13,13.0
2798483,152338,prior,14,5,16,21.0
687218,162085,prior,5,4,16,7.0
2489499,137521,prior,23,0,15,4.0
2023875,79454,prior,47,3,17,3.0
1775047,2182,prior,3,4,11,30.0
1037617,192099,prior,8,3,6,30.0
1193556,136104,prior,86,3,11,2.0
1921764,24688,prior,8,0,2,26.0
1807397,36185,prior,10,0,15,4.0
2497432,144057,prior,48,3,13,4.0
1686523,142485,prior,8,1,18,4.0
1044721,94321,prior,2,5,6,5.0
1641921,113653,prior,62,3,12,6.0
438620,32027,prior,33,3,17,8.0
619582,183563,prior,39,4,12,1.0
2637013,125662,prior,55,2,18,4.0
1201468,58785,test,8,2,8,4.0
2807490,193209,prior,41,3,18,4.0
1366808,68409,prior,8,6,10,8.0
2007599,154455,train,40,4,17,5.0
1063402,161251,prior,1,3,12,
1451478,132022,prior,74,6,7,5.0
2900690,66691,prior,19,0,9,7.0
568248,170185,prior,12,5,8,6.0
1919522,120353,prior,20,1,11,22.0
1000032,162240,prior,52,4,11,7.0
651661,156724,prior,46,0,10,7.0
2111891,74317,prior,8,2,19,30.0
1338087,9544,prior,3,1,16,15.0
2419457,70479,prior,3,0,9,30.0
1542508,187587,prior,15,1,17,20.0
742256,205483,prior,3,4,11,2.0
2263502,130305,prior,5,3,11,1.0
2413229,101234,prior,6,1,10,21.0
2691694,198892,prior,8,2,12,8.0
1302770,187513,prior,3,6,16,7.0
2359413,150791,prior,6,0,9,3.0
2130235,138079,prior,8,1,15,30.0
285730,128017,prior,8,1,14,16.0
2774273,134901,prior,47,1,8,6.0
1669872,47732,prior,5,1,13,18.0
906217,157022,prior,23,1,9,11.0
2155278,128591,prior,4,1,15,26.0
3107936,60632,prior,10,3,15,7.0
1878472,20272,test,7,2,11,30.0
1529629,90507,prior,5,3,16,10.0
2311194,77331,prior,6,3,18,10.0
2651911,145596,prior,46,2,15,1.0
521208,132927,prior,10,0,10,30.0
110191,150778,prior,57,0,15,6.0
2409898,110504,prior,36,0,17,6.0
755367,69644,prior,34,4,21,7.0
2432648,135337,prior,13,3,19,3.0
1733450,105739,prior,8,0,9,18.0
1451536,182659,prior,15,2,10,6.0
3393383,82424,prior,72,1,9,7.0
1361598,204725,prior,5,6,8,6.0
1303394,93441,prior,9,2,12,30.0
791008,25441,prior,18,5,10,16.0
2696488,81400,prior,27,1,11,3.0
3338199,54245,prior,11,5,11,0.0
623598,110876,prior,4,0,18,6.0
1496787,7402,prior,59,5,16,4.0
170846,22059,prior,7,0,11,7.0
1244912,13901,prior,13,1,11,30.0
3052241,40443,prior,9,1,19,7.0
2559027,72111,test,10,1,10,14.0
1679652,165684,prior,56,0,6,6.0
3283481,61624,prior,2,2,10,11.0
2801972,16377,prior,3,1,11,14.0
2161632,17742,prior,33,6,17,0.0
2934750,137087,prior,13,0,9,8.0
1016885,79287,prior,6,3,11,30.0
3125147,29247,prior,4,2,7,30.0
2485722,18317,prior,28,1,17,8.0
3237722,152330,train,25,4,7,6.0
272070,184021,prior,82,4,13,5.0
57186,27087,prior,23,4,18,4.0
1278824,134075,train,33,6,19,7.0
2823705,182695,prior,3,0,13,2.0
3324032,131317,prior,8,3,19,3.0
7292,14226,prior,2,4,12,29.0
3056283,190167,prior,12,5,14,2.0
2808261,50890,prior,1,6,12,
2702666,96101,test,7,6,13,30.0
1344154,125501,prior,3,6,10,25.0
2715690,186127,prior,30,0,15,6.0
2962912,202034,prior,5,4,10,5.0
1967369,52997,prior,5,5,9,14.0
2517803,191114,prior,61,5,11,7.0
440334,32688,prior,49,6,8,2.0
1317177,173117,prior,9,2,14,30.0
2323034,175537,prior,15,1,13,5.0
1408559,123939,prior,52,2,4,1.0
60653,41587,prior,28,5,21,7.0
1723244,184545,prior,25,2,10,9.0
227476,17163,prior,12,1,13,5.0
186039,96604,prior,11,5,11,5.0
2026439,50442,prior,47,3,15,3.0
2875182,42349,prior,28,4,15,3.0
2424164,141348,prior,3,3,14,30.0
2613745,69947,prior,5,0,10,30.0
1743216,187842,prior,80,6,13,1.0
1000926,186483,prior,4,1,9,18.0
1836864,190907,prior,5,1,10,5.0
2294890,90652,prior,32,0,18,8.0
1674125,142741,prior,13,6,13,30.0
3051878,58589,prior,59,2,8,1.0
1024653,85366,prior,2,3,19,11.0
2842450,57494,prior,28,2,11,2.0
1074258,26694,prior,16,6,10,13.0
2195902,47457,prior,8,3,0,27.0
984009,3554,prior,2,2,11,1.0
2757789,190904,prior,87,2,21,0.0
2478642,75648,prior,2,0,10,30.0
1804085,65044,prior,16,0,10,6.0
3239186,64015,prior,6,5,21,3.0
663905,49341,prior,11,2,12,17.0
1881073,105298,prior,3,5,14,14.0
725091,160961,prior,15,4,20,0.0
397422,64286,prior,15,0,16,8.0
2346742,123234,prior,4,0,11,11.0
2811075,56926,prior,19,1,15,6.0
1629727,40253,prior,66,1,18,0.0
103216,140924,prior,3,5,20,14.0
2959888,84411,prior,30,0,8,8.0
2951335,113119,prior,1,3,8,
1770273,8836,prior,9,1,9,26.0
1529517,189664,prior,39,5,9,4.0
389220,51239,prior,6,1,15,0.0
2572127,62301,prior,2,5,16,10.0
749241,62340,prior,75,6,15,4.0
3096343,146944,prior,2,0,16,3.0
910267,68043,prior,16,0,14,6.0
122740,156835,prior,10,2,8,3.0
728093,36903,prior,12,2,9,7.0
3309189,48010,prior,1,0,14,
731812,62656,prior,6,6,14,10.0
2622100,147625,prior,6,4,7,3.0
454929,189666,prior,57,1,14,0.0
1325945,155220,prior,4,0,10,12.0
198416,210,prior,25,3,17,3.0
2188167,186666,prior,7,5,9,6.0
1479000,2816,prior,13,5,11,11.0
341381,40576,prior,10,4,8,7.0
455575,186089,prior,5,4,23,20.0
2525669,94406,prior,5,3,11,7.0
3320536,189911,prior,5,6,13,20.0
161422,93374,train,4,3,10,30.0
2627000,130136,prior,80,5,12,0.0
1281667,200425,prior,3,6,15,2.0
523283,46272,prior,13,0,16,3.0
950884,124085,prior,34,3,12,2.0
2066162,56073,prior,1,1,9,
1629612,175366,prior,14,4,7,4.0
2285166,198322,prior,26,5,15,9.0
217880,112264,prior,26,3,11,6.0
1435111,183356,prior,9,5,8,30.0
838759,204160,prior,18,4,12,14.0
1894346,142853,prior,20,5,9,7.0
1257856,186630,prior,13,2,16,6.0
3093960,46130,prior,4,2,14,9.0
2987380,4967,prior,18,4,18,6.0
2666350,14325,prior,11,3,19,22.0
3237614,71189,prior,68,5,9,6.0
769317,192095,prior,4,1,9,30.0
742412,167909,prior,46,6,18,1.0
764671,200445,prior,8,1,9,15.0
1541464,5849,prior,3,2,15,23.0
1133283,108726,prior,19,3,7,6.0
1293445,69017,prior,4,2,16,30.0
615257,55727,prior,30,6,14,6.0
3217715,58704,prior,2,0,15,30.0
1421096,74692,prior,25,6,23,1.0
2888152,61199,prior,2,1,11,13.0
3255988,160779,prior,11,0,11,10.0
788929,196074,prior,6,3,23,30.0
541176,13749,prior,41,0,13,5.0
276489,38732,prior,8,0,9,15.0
2148948,14092,prior,11,4,20,1.0
3117127,66878,prior,24,1,14,19.0
1537021,193597,prior,1,0,4,
2270470,93638,prior,29,1,10,6.0
2845524,204461,prior,3,4,2,3.0
1647431,116680,prior,5,4,13,14.0
3201895,22722,prior,13,3,11,8.0
750347,154962,prior,9,2,11,30.0
779900,91778,prior,34,3,23,3.0
3226312,119181,prior,20,2,13,6.0
2429763,203033,prior,9,3,11,7.0
1403107,202939,prior,58,5,17,3.0
71523,201465,prior,24,1,15,6.0
3237105,126179,prior,18,0,14,6.0
296987,169886,prior,58,2,13,3.0
2506509,88821,prior,8,5,9,16.0
3029760,169961,prior,8,1,9,7.0
1274552,153932,prior,44,0,16,7.0
1717735,144683,prior,1,1,10,
76482,161617,prior,6,3,20,6.0
602542,178532,prior,55,1,10,3.0
1448414,190515,prior,2,1,8,19.0
2073905,121067,prior,4,0,13,7.0
2040329,39997,prior,7,0,16,13.0
2505041,87837,prior,5,0,11,14.0
1810225,41469,prior,4,3,9,6.0
1983872,74824,prior,2,4,13,30.0
1833395,145504,prior,35,1,9,6.0
1312440,202484,prior,37,0,7,21.0
2096013,117918,prior,1,0,17,
753581,182501,prior,5,3,14,9.0
17770,80369,prior,15,4,10,3.0
586858,91472,prior,5,0,9,7.0
693987,138249,prior,19,0,14,4.0
1996141,8616,prior,1,2,11,
2233206,103431,prior,29,5,8,3.0
1847914,42192,test,53,6,15,7.0
646055,169763,prior,5,6,16,6.0
2251383,138387,prior,1,0,20,
1165907,193414,prior,23,0,8,6.0
2441941,181309,prior,7,5,19,30.0
1023631,25687,train,38,0,12,5.0
3342869,53612,prior,10,3,10,17.0
1520898,6609,prior,2,1,17,30.0
2865579,19538,prior,32,4,15,3.0
2170521,51863,prior,39,5,8,2.0
805597,199337,prior,20,0,16,23.0
997678,47517,prior,1,0,11,
2322110,149598,prior,3,5,14,3.0
1106174,87447,prior,14,6,15,4.0
1032922,15161,prior,56,3,9,1.0
1120023,176175,prior,4,0,15,22.0
1011723,102873,prior,6,0,17,13.0
903261,79309,prior,14,3,13,8.0
1944364,27476,prior,27,4,14,10.0
2352969,130210,prior,5,1,15,3.0
2388215,104538,prior,5,1,11,9.0
3276693,98791,prior,6,1,7,6.0
119319,126446,prior,15,6,11,6.0
2003393,50476,prior,2,0,18,8.0
2357827,46070,prior,46,4,12,6.0
827048,99373,prior,3,6,15,22.0
276335,129360,prior,2,2,22,3.0
1484155,36733,prior,9,0,20,0.0
1506713,188849,prior,4,2,16,21.0
660471,155918,prior,19,0,19,7.0
2286997,113313,prior,4,1,19,15.0
2181771,126704,prior,8,1,9,3.0
1063341,63917,prior,18,4,17,10.0
2817449,23301,prior,24,0,15,21.0
2654022,28087,prior,58,1,14,3.0
524792,172256,prior,1,4,23,
3054788,93134,prior,2,3,14,23.0
2643940,74634,prior,5,3,16,15.0
1513905,75470,prior,4,1,13,3.0
322685,109700,prior,8,5,11,28.0
2878081,60300,prior,4,0,11,18.0
1684880,90023,prior,4,3,21,6.0
2598909,139967,prior,29,6,9,7.0
102183,84082,prior,2,0,10,5.0
1550431,150910,test,77,2,8,6.0
1058955,112802,prior,34,6,9,14.0
10469,181443,prior,32,4,9,4.0
2170811,143774,prior,28,4,20,3.0
863080,36415,prior,4,1,9,5.0
2266352,199242,test,38,0,14,7.0
2996196,4076,prior,23,1,20,7.0
3278966,49159,prior,5,2,17,1.0
655681,168874,prior,5,1,20,16.0
1623271,21313,prior,28,5,12,8.0
1222125,103970,prior,5,6,12,13.0
2372214,48480,prior,9,1,14,9.0
2747641,149707,prior,1,2,23,
1159321,19979,prior,1,3,17,
178200,159747,prior,9,0,20,30.0
2494190,76543,prior,80,2,15,1.0
3067172,139353,prior,4,5,10,30.0
2324865,55313,prior,1,1,13,
1058997,34662,train,11,6,10,4.0
2405227,83500,prior,1,5,23,
2764660,10341,prior,12,6,8,18.0
1424079,156795,prior,8,3,21,12.0
2058370,71131,prior,40,0,18,6.0
2826505,181684,prior,11,1,22,7.0
245233,81115,prior,16,6,19,30.0
424492,126972,prior,1,4,13,
839528,194947,prior,13,0,16,5.0
2505565,16274,prior,41,6,12,3.0
2947242,24270,prior,3,4,17,17.0
2164612,67002,prior,13,3,17,2.0
783491,88895,prior,2,6,23,8.0
785511,4427,prior,33,1,11,8.0
960625,48579,prior,1,1,15,
128059,184764,prior,20,2,11,6.0
1388086,100073,prior,5,6,18,26.0
291868,38635,prior,24,0,12,7.0
2243561,76835,prior,24,4,8,16.0
2773305,73182,train,5,5,8,8.0
2047300,159560,prior,8,6,12,6.0
2461042,18589,prior,11,0,15,7.0
1917200,65800,prior,15,6,9,6.0
3046016,11997,prior,49,0,17,6.0
2972540,122781,prior,30,0,11,1.0
2321785,5493,prior,33,0,15,3.0
3386686,78073,prior,2,3,17,30.0
2592568,116994,prior,29,3,22,12.0
317132,152984,prior,49,2,7,7.0
546522,198398,prior,81,0,12,2.0
1641815,171093,prior,12,2,9,8.0
529814,45545,prior,9,1,17,12.0
1189087,60931,prior,4,3,7,27.0
711681,45825,train,4,0,7,7.0
2263908,83280,prior,9,0,16,22.0
3305520,94526,prior,6,3,8,1.0
1208904,92848,prior,22,5,14,7.0
2316258,121333,prior,9,5,16,2.0
3327341,187089,test,13,2,19,22.0
2271071,18620,prior,96,1,10,3.0
1268483,174801,train,13,5,16,30.0
924288,104996,prior,3,3,12,8.0
2271052,84193,prior,5,5,11,29.0
2876758,26552,prior,10,4,12,16.0
2836719,55555,prior,4,2,15,6.0
585366,27550,prior,24,2,15,4.0
1443506,111466,prior,67,1,8,2.0
1883454,50566,prior,1,2,11,
87245,7587,prior,30,1,17,5.0
1317910,19321,prior,1,3,13,
569719,133150,prior,5,6,17,30.0
2398497,113121,prior,17,6,7,6.0
1277426,166460,prior,11,0,18,8.0
2384515,74902,prior,41,2,9,9.0
2786298,34051,prior,17,6,8,6.0
1023105,115807,prior,1,5,9,
3121939,63001,prior,28,6,9,5.0
490866,165288,prior,18,3,10,9.0
1604476,168610,prior,5,4,19,21.0
1811264,179447,prior,6,0,16,26.0
1718912,36349,prior,10,5,10,5.0
459631,81527,prior,10,4,19,10.0
965982,34022,prior,2,4,8,12.0
1543961,197915,prior,1,2,22,
1786302,31609,prior,18,5,9,7.0
2186552,10934,prior,54,1,12,5.0
683054,18376,prior,28,1,10,10.0
2953934,66806,prior,51,3,18,0.0
3158948,116458,prior,15,5,19,1.0
1192476,179044,train,9,6,23,29.0
1705868,145018,prior,2,1,10,8.0
1258581,146361,prior,6,3,20,3.0
727409,204743,prior,9,6,11,25.0
969755,84122,prior,7,1,15,17.0
1095169,28928,prior,23,0,14,15.0
229745,155961,prior,3,5,7,5.0
1186588,201890,prior,1,6,8,
1535078,190607,prior,7,0,11,0.0
2042584,110135,prior,1,2,15,
2537237,14414,prior,70,1,16,3.0
2910662,173690,prior,33,6,11,6.0
81058,16371,prior,2,5,7,1.0
771284,65908,prior,11,3,14,9.0
2785146,172046,prior,1,1,10,
2208323,70747,prior,2,2,14,30.0
2207658,92725,prior,23,2,15,6.0
1994631,160383,prior,13,3,14,7.0
2430549,39911,prior,17,1,5,2.0
152878,113293,prior,11,4,17,13.0
1133045,148595,test,14,4,12,23.0
303176,157542,prior,5,2,15,30.0
3200028,5942,train,27,5,10,15.0
1665144,107143,prior,2,5,13,13.0
2183436,142054,prior,4,2,13,11.0
1615938,129572,prior,2,5,19,14.0
2168674,149872,prior,13,5,20,17.0
143251,40941,prior,15,5,12,4.0
78425,188660,prior,1,5,10,
889125,12963,prior,13,1,12,7.0
1044097,37561,prior,20,0,22,18.0
1950548,200375,prior,12,6,15,13.0
2779843,133066,prior,19,6,8,4.0
984403,110024,prior,5,6,11,30.0
492549,27981,prior,3,1,12,1.0
3160209,31344,train,8,4,11,30.0
2092890,165550,prior,18,1,14,8.0
1328958,130898,prior,7,3,7,30.0
837623,31348,prior,3,6,10,30.0
6650,83773,prior,8,1,10,3.0
2787954,87383,prior,7,1,19,4.0
220582,75369,prior,61,4,23,2.0
981148,193177,prior,8,0,12,6.0
2188816,86661,prior,53,1,14,2.0
1773961,123203,prior,5,4,7,30.0
72128,3484,prior,18,5,13,8.0
2670932,12077,prior,7,0,15,14.0
392006,66541,prior,1,1,9,
2053655,125916,prior,22,2,10,0.0
1183906,165253,prior,32,6,15,0.0
231660,52012,prior,2,0,11,19.0
287245,173136,prior,11,4,17,5.0
2067923,58040,prior,55,0,16,2.0
2075645,29665,prior,10,1,19,6.0
711753,130122,prior,5,2,18,25.0
415414,191867,prior,11,3,10,20.0
1640426,38515,prior,9,0,20,8.0
1743945,119976,prior,64,0,9,6.0
483716,66500,prior,74,5,14,3.0
1219391,42889,prior,24,5,13,14.0
2533748,141971,prior,4,6,11,13.0
1623984,51404,prior,12,1,9,7.0
2551308,117824,prior,14,3,13,23.0
1014284,139379,prior,38,1,19,1.0
1813503,110716,prior,8,1,9,4.0
1957026,114449,prior,15,5,19,1.0
3414633,95193,prior,94,1,15,2.0
1546098,5191,prior,16,2,22,1.0
1609553,134252,prior,8,2,10,10.0
471504,18146,prior,3,0,11,7.0
789364,94634,prior,28,2,13,2.0
562151,167138,prior,15,2,19,14.0
1882674,135714,prior,26,2,19,11.0
816349,83405,prior,9,0,11,7.0
3352080,3655,prior,2,2,9,8.0
2166580,68513,train,20,6,1,3.0
669923,48806,prior,10,1,16,13.0
3349565,48542,prior,6,2,17,28.0
694210,173275,prior,8,0,10,7.0
1363117,162675,prior,17,6,11,2.0
2513609,162573,train,5,0,10,6.0
2859200,24565,prior,73,1,9,24.0
2304836,16164,prior,16,6,15,6.0
2243991,118942,prior,13,0,12,8.0
801901,32334,prior,45,1,9,4.0
690514,101123,prior,29,1,8,6.0
3064114,152446,prior,15,0,19,15.0
2054630,198705,prior,12,5,8,10.0
410342,24740,prior,9,5,13,4.0
1650527,6239,prior,13,4,18,30.0
2302051,85142,train,6,2,18,30.0
947849,24458,prior,14,5,14,5.0
408755,169055,prior,3,3,15,11.0
436237,170151,prior,4,4,8,21.0
1998642,63862,prior,13,2,13,17.0
2208229,110147,prior,40,5,9,21.0
2323064,156123,prior,3,3,17,30.0
17873,46097,prior,24,5,15,14.0
1596967,3500,prior,27,6,17,7.0
666046,133201,prior,3,6,14,8.0
2025154,179970,prior,42,1,10,6.0
950090,146122,train,25,2,15,4.0
1825325,100903,prior,12,0,14,22.0
1210218,133634,prior,13,0,6,15.0
2335677,39026,prior,53,3,16,5.0
673797,167284,prior,21,4,14,0.0
2380755,49143,prior,60,1,10,0.0
843989,137673,prior,15,4,10,30.0
1543493,168162,prior,26,3,10,6.0
1172919,35188,prior,3,3,9,1.0
1258567,145742,prior,4,4,15,10.0
1110876,40985,prior,12,3,9,5.0
2096513,112305,prior,11,2,16,2.0
2489971,156498,prior,2,5,12,29.0
3236980,48510,prior,30,5,12,1.0
5371,123765,prior,38,3,16,6.0
149853,15115,prior,1,2,11,
2095154,22509,prior,2,2,14,9.0
1398445,89090,prior,17,0,8,5.0
1100723,23634,prior,5,2,10,0.0
1410624,138105,train,4,1,9,5.0
1095544,137452,prior,14,2,21,1.0
2043190,59284,prior,4,5,17,30.0
540154,82671,prior,2,1,12,15.0
3184320,102301,prior,13,5,12,6.0
3201091,97117,prior,22,0,10,9.0
2281959,11235,prior,21,0,14,16.0
449586,62327,prior,9,6,14,6.0
217417,156471,prior,3,4,17,14.0
2813871,173550,prior,8,2,22,30.0
1539001,50772,prior,1,1,11,
2922869,151789,prior,1,5,16,
1275584,21441,prior,1,4,11,
411381,131762,prior,75,1,14,3.0
622795,101087,prior,32,5,20,7.0
1286205,64796,prior,3,4,11,10.0
1582725,128095,prior,7,2,14,30.0
479098,158281,prior,22,2,10,5.0
2495344,42892,prior,47,0,16,6.0
1733675,197376,prior,10,0,15,8.0
3107960,25246,prior,17,0,11,9.0
827169,84043,prior,3,1,15,15.0
2591315,181597,train,66,4,8,4.0
3361930,58340,prior,4,5,20,30.0
2908017,136922,prior,9,0,10,6.0
2225639,97680,prior,22,1,14,8.0
100325,2610,prior,12,0,14,16.0
1721686,92646,prior,13,2,13,9.0
2914584,4267,prior,13,4,14,3.0
2420011,128986,prior,18,6,10,5.0
1718161,152508,prior,1,3,17,
3075115,158727,prior,25,4,16,23.0
1777659,167295,prior,35,6,16,14.0
1328989,110131,train,31,3,13,8.0
2683722,183709,prior,4,4,15,2.0
3123215,184801,prior,5,1,18,6.0
2619499,152404,prior,27,6,16,1.0
2782478,197802,train,18,0,11,5.0
2147551,10033,prior,1,2,10,
926184,16654,prior,6,0,9,14.0
2090139,21778,prior,6,6,21,30.0
3162478,3770,prior,12,5,10,3.0
3107242,199135,prior,1,6,21,
2719709,71540,prior,7,6,6,4.0
1692029,158144,prior,23,6,13,7.0
2273269,200856,prior,7,3,0,7.0
2901362,101719,prior,3,1,12,2.0
1399559,18686,prior,13,0,11,14.0
2410064,101917,prior,7,1,14,6.0
177321,155079,prior,4,1,4,1.0
1901484,60731,prior,22,0,10,11.0
2464964,50253,prior,24,0,14,4.0
2144899,74016,prior,4,1,14,15.0
2464188,8198,prior,4,6,16,7.0
2130840,144747,prior,1,3,15,
1245427,153993,prior,1,6,12,
322682,143046,prior,38,1,11,7.0
1403013,132240,prior,28,6,8,12.0
828744,195030,prior,49,1,17,4.0
777854,86386,prior,10,3,11,9.0
1197339,67356,prior,21,0,10,9.0
3136407,180045,prior,14,2,10,3.0
283890,172204,prior,12,0,10,6.0
1666370,149422,prior,26,2,12,3.0
2242911,94118,prior,1,1,17,
340538,181000,prior,15,0,6,21.0
2422086,126722,prior,1,1,15,
3352869,166652,prior,88,5,15,3.0
1159786,175545,prior,28,3,12,13.0
77654,22417,prior,2,2,11,16.0
1856334,138804,prior,6,6,9,8.0
2185028,199067,train,18,6,11,30.0
580048,189196,prior,2,3,8,30.0
379030,73412,prior,37,5,9,1.0
1436360,83984,prior,3,5,14,30.0
758102,106517,prior,1,6,16,
575940,107610,prior,7,0,14,3.0
3157876,148345,prior,56,4,15,17.0
1571674,35536,prior,5,3,13,30.0
649909,51144,prior,71,4,13,2.0
436034,164277,prior,24,4,18,6.0
1876613,137644,prior,12,3,14,4.0
1638988,103713,prior,6,4,19,2.0
273041,177960,prior,10,4,17,19.0
233016,162760,prior,8,1,8,6.0
1609152,70454,prior,25,1,0,8.0
2592212,25314,prior,6,4,14,14.0
757488,148329,prior,1,3,7,
3413411,155199,prior,11,3,14,10.0
1907124,57921,prior,10,5,19,0.0
1012750,198217,prior,36,6,17,1.0
3383663,172656,prior,45,5,15,12.0
2895091,199382,prior,3,1,18,15.0
1339719,38613,prior,2,3,9,9.0
3053540,132566,prior,13,0,12,1.0
2852073,137350,prior,7,5,11,15.0
1030720,82078,prior,35,0,14,9.0
2399866,152230,prior,24,3,18,7.0
482863,83051,prior,11,1,8,0.0
2681311,8274,prior,6,4,15,10.0
2276778,199126,prior,3,1,11,30.0
723072,94769,prior,10,3,13,9.0
1167811,18415,prior,9,6,14,6.0
3153253,177017,prior,6,0,15,5.0
3418009,122492,prior,15,1,12,26.0
1662515,99382,train,20,4,7,3.0
2095061,67336,prior,9,3,9,9.0
224889,144803,prior,35,6,12,1.0
1448506,123050,prior,9,1,14,23.0
1923882,5493,prior,9,3,10,10.0
731821,40294,prior,25,0,15,6.0
542868,41550,prior,2,5,8,30.0
1005365,152077,prior,15,5,12,3.0
362762,126900,prior,10,5,15,6.0
2609320,54701,test,15,2,15,20.0
3108892,164243,prior,32,3,11,9.0
3168003,94610,prior,2,4,15,30.0
1020409,87572,prior,6,1,19,2.0
312353,78770,prior,6,3,18,1.0
3142390,25366,test,38,0,13,7.0
1679756,92592,prior,3,5,11,26.0
2855390,36233,prior,5,3,16,7.0
546575,199336,prior,34,5,10,8.0
1459695,6941,prior,6,6,15,23.0
2792770,85332,prior,10,0,11,11.0
1807713,132523,prior,43,1,18,1.0
1833348,53875,prior,6,1,19,30.0
2468446,148744,prior,6,0,16,14.0
1679294,89499,prior,9,0,11,21.0
41023,174729,prior,5,0,10,7.0
2335528,300,prior,14,4,13,3.0
2786023,97133,prior,8,4,8,30.0
2264918,109791,prior,5,1,12,18.0
1090539,32572,prior,5,4,19,26.0
3414287,125185,prior,11,1,15,0.0
2681844,105054,prior,3,0,11,4.0
2119850,98226,prior,22,3,9,12.0
2134959,30359,prior,2,6,14,28.0
3398596,45564,prior,6,0,23,30.0
1116419,167653,prior,15,3,10,8.0
3175978,43052,prior,18,3,9,16.0
1769196,61516,prior,30,0,15,13.0
924960,136403,prior,32,4,19,28.0
3351088,141704,prior,26,4,15,3.0
2716323,55141,prior,42,2,7,9.0
1424474,126497,prior,4,6,9,21.0
1572639,13106,prior,11,4,17,9.0
3397606,112301,prior,27,4,10,4.0
593950,85278,prior,28,6,10,1.0
2880188,145378,prior,20,2,18,6.0
3041257,145179,prior,3,0,14,30.0
1764812,60679,prior,23,0,13,7.0
1908879,108793,prior,11,5,15,3.0
2879110,52397,prior,2,1,19,30.0
929733,138606,prior,2,4,6,30.0
2426164,7915,prior,2,3,16,0.0
1972196,140428,prior,3,6,13,26.0
2260646,193367,prior,9,4,15,30.0
1805963,160899,prior,32,6,10,8.0
2882860,85819,prior,2,1,16,6.0
2306864,131655,prior,1,4,16,
1973089,15642,prior,6,2,17,6.0
444117,25861,prior,1,2,16,
2174460,96761,prior,6,5,13,7.0
1944647,185483,prior,15,5,18,5.0
582970,52665,prior,19,2,8,16.0
2235094,105602,prior,10,2,14,5.0
2149102,136124,prior,3,5,15,13.0
3067224,172909,prior,17,5,16,4.0
1684451,15989,prior,25,2,20,9.0
1143970,175647,prior,20,5,8,8.0
3167468,95009,prior,13,4,13,7.0
2320414,63297,prior,3,4,15,30.0
1601663,83469,prior,22,5,11,7.0
2470096,71284,prior,48,1,7,4.0
756010,156956,train,12,1,11,2.0
1909048,168857,prior,9,1,10,9.0
3186846,165908,prior,7,1,16,18.0
642796,68590,train,65,0,15,6.0
56287,129389,prior,19,0,18,14.0
495751,201865,test,56,4,8,2.0
