order_id,product_id,add_to_cart_order,reordered
170442,24852,19,1
3186209,39275,4,1
446617,42450,14,1
2031608,1940,1,1
575145,21896,1,0
1004152,49131,3,1
1311345,2651,3,0
1317436,43967,9,0
1935964,36011,4,1
2115310,11361,14,0
1076455,13310,7,1
2555107,16020,27,0
2295475,39275,4,1
2287026,28572,5,0
3281573,11988,1,0
1542965,2452,3,0
114700,46584,5,1
1072063,43736,6,0
2751805,34458,11,1
2573947,13265,14,0
319515,28576,15,1
1464919,44325,12,1
3176912,45896,5,1
3281714,12206,3,1
1611330,13176,5,1
1551168,25379,4,1
1092864,49683,6,1
1558828,35720,14,0
1319451,26346,15,1
2098596,16897,2,1
2250781,22935,8,1
2358631,30489,1,1
2651954,21292,3,0
3109477,36829,3,1
1115949,41665,22,0
3262306,24838,3,1
471749,5876,12,1
1303206,10017,5,1
145030,36180,8,0
3064952,43758,19,1
2628226,9531,13,0
2901690,22610,1,1
686219,5785,2,1
1797950,3957,4,1
415363,45063,10,1
2018689,11100,5,0
2442664,11352,2,0
2446862,6631,8,1
2944268,33750,5,1
2236021,48023,1,0
1546309,12672,20,0
1841019,39475,6,1
3225906,28389,2,1
2838432,39877,7,0
284083,39990,3,1
2073188,6656,3,1
2871149,36913,2,0
384636,11869,2,1
2836400,6046,11,1
2558435,32655,5,1
512864,19678,2,1
771446,23888,3,1
1736885,9825,14,1
892850,39984,13,1
2410036,44359,13,1
3370561,40706,8,1
3284713,34270,7,0
15284,44359,14,0
3218757,25930,11,1
1418112,21903,6,0
3747,28476,4,1
1706691,248,15,0
2448361,49086,1,0
2694198,44142,9,1
2710465,13870,6,0
2752343,33129,10,1
2967194,38383,15,0
1974287,14129,3,1
1665013,21324,2,1
1717906,42719,1,1
3024604,40958,16,0
499925,6680,1,0
1539422,47626,9,1
593621,34128,13,1
1229073,36036,4,0
537399,26767,3,1
1494946,40486,1,0
2090024,43692,19,1
1810619,36695,2,0
18750,28892,10,0
2206059,10006,16,1
1209322,9076,4,0
444286,18434,11,1
173392,34448,3,0
1735270,42479,2,1
486735,3142,3,1
2571988,10006,3,0
2306261,37646,9,1
1986083,27156,15,0
1070281,22122,14,1
1313172,34358,1,1
1438692,5652,15,1
1077709,24678,6,0
2929620,30489,3,1
787128,33198,2,1
1342665,9387,8,1
2151475,8087,3,1
1891195,22115,10,1
1125242,27344,4,1
119867,5479,19,1
2100790,21903,7,1
449290,48679,11,0
3306502,47023,4,1
752754,29277,1,1
3343724,47877,8,1
2595658,9421,13,0
439798,29993,5,1
1185185,23909,2,1
1113060,21903,4,1
1796920,26939,13,0
340680,49326,1,1
2087169,13194,11,1
2345599,27323,6,0
3269117,14147,3,1
1913146,11520,2,1
518868,5161,4,1
2662463,30192,11,1
152945,2314,13,1
2365996,10314,8,1
2788521,37029,9,1
637766,27189,8,0
3409400,4595,10,1
983639,37065,13,0
3231060,24830,13,1
441308,219,10,0
699738,25466,4,1
2406049,17652,19,1
1167820,45646,4,0
507259,7485,10,1
3148918,9721,11,1
836662,24235,2,1
3088035,36403,1,0
1906901,19068,4,0
1284093,13176,1,1
2412449,11477,6,0
271831,34303,5,0
1109607,27698,3,1
1860496,27521,6,1
2907121,25138,4,1
1037423,40709,1,0
3134639,13984,9,1
1058321,29662,14,0
1309865,15261,16,0
1247897,26124,4,0
871143,28928,11,0
2521019,42114,4,1
2364173,34321,7,1
412048,21019,7,1
2498558,43631,5,1
1491150,29398,28,1
1845623,47933,18,0
3418990,8670,2,0
594612,43394,5,0
1615203,9779,4,1
3248347,7963,5,0
1285416,23333,12,1
2637104,37193,27,0
1084639,6274,7,1
1621755,25081,4,0
1512001,30489,18,0
1741200,25521,16,1
677661,40706,14,0
1353046,42768,4,1
1375645,23029,6,0
3039524,27133,25,0
2637806,24184,7,0
2057227,40706,5,1
1546995,6317,16,0
3354547,7743,5,1
2100353,15902,9,1
1371195,32152,17,0
2851340,45167,5,0
195972,5876,11,0
908525,16759,13,1
1512537,6173,1,1
3414894,46667,9,0
491843,45815,3,1
1300972,30638,24,0
1355824,34448,5,0
3338437,6894,16,1
1815217,15170,42,0
2817087,48697,6,0
2876878,29926,7,1
2578934,41950,6,1
758029,31717,2,1
1216700,22024,13,1
2279951,2966,20,0
1073610,21137,11,1
3290823,45296,47,0
3062745,16953,6,0
2320830,12341,1,1
368767,12204,2,0
2794576,45842,12,1
1039663,7559,8,0
3213021,41406,4,0
1162082,1219,16,0
3196396,25949,23,1
1271148,31103,3,1
1221752,41844,14,1
2588065,40056,11,0
699090,39466,4,0
455875,26367,7,1
2748796,47626,2,0
350916,15902,12,1
3175050,9076,3,1
650600,22959,3,1
36060,329,7,0
1440052,27746,7,0
13010,33370,12,1
242917,27521,4,1
1696442,28156,3,0
302963,42450,1,1
1422758,19049,4,1
414458,23516,32,0
591477,31228,4,0
2746441,7361,12,1
160749,34243,13,1
3399431,38689,2,0
2535543,12795,24,0
190999,27548,12,1
1726464,32943,10,1
1530377,21517,2,1
1783701,38293,4,1
1460662,43101,8,1
2794498,19156,15,1
2834036,21903,1,1
2578604,27117,17,1
2642947,47788,6,1
3103777,25552,12,1
2246237,27471,16,1
1811399,12020,3,0
827759,15937,16,0
399117,22151,7,1
678803,14651,7,1
3071302,26604,5,0
667626,27344,2,1
2693797,33754,5,0
78308,29993,9,1
2712183,44359,16,1
1209815,14992,18,1
3198986,38656,6,1
3253995,20837,7,1
2590360,40001,6,1
1074730,21938,16,0
2818548,37228,6,1
3398768,5114,22,1
119613,21329,13,0
3127813,39628,7,1
2990350,42356,2,1
905371,22825,8,0
2690120,28535,18,1
69987,26369,6,0
2950772,43789,7,0
2483005,32331,4,0
3300249,2543,4,0
3177347,37029,3,1
1666559,4799,8,0
1836787,28350,26,0
2917333,11737,4,1
14715,22035,17,1
2210938,40458,3,0
543886,13780,3,0
2455486,43352,3,0
1051833,47626,14,1
1225190,21137,22,1
504725,8092,9,1
597383,16185,2,1
543715,4656,6,1
3350734,39619,5,1
1931766,34358,17,1
2318470,25705,7,1
2999187,8048,3,0
3149292,40925,4,0
2366305,45007,2,1
2815038,14618,19,0
2982657,41480,1,1
2616794,7711,4,1
3406032,2593,11,0
1088755,1368,9,0
2655808,47672,16,0
2256603,47626,5,1
3245858,24198,8,0
2992052,30391,5,0
1718842,44910,3,1
2099364,21938,6,0
1206522,18432,5,1
3402558,33791,12,0
3258126,7969,14,0
1489055,27344,10,1
2342240,895,2,1
1510347,23047,10,1
561185,48385,17,1
2254915,32556,5,1
171345,20869,16,0
1041264,47209,4,1
1312826,27435,7,1
1792775,6740,7,0
1318911,41682,37,1
1351811,3243,9,1
2386377,24852,1,1
1620159,287,2,1
1911852,28851,2,1
3138260,44325,21,1
2083492,1017,14,0
2873270,45504,1,0
2768815,17835,1,0
2761786,27288,8,0
836933,12250,6,1
1744463,23219,3,1
3200833,14992,7,1
2035511,26209,3,0
2586753,49235,10,1
2219921,18288,2,1
1140223,5479,2,1
2859573,13249,5,0
898692,37220,21,1
770599,5652,24,1
1306332,21903,11,1
2098587,20954,9,0
341542,6777,14,0
3086206,47626,8,1
2008698,19057,9,0
771793,41844,13,1
1496874,12315,13,0
207358,1533,12,1
1259717,39238,2,1
931427,17427,18,0
24000,27521,6,1
2881215,5877,2,1
72500,19354,10,1
1488571,7401,20,0
961731,5818,23,1
1429755,10749,3,0
2859545,42460,30,0
212854,42409,1,0
933488,1463,2,1
1105201,21903,7,0
2690427,24852,1,1
1816450,47766,3,1
2131056,26714,14,1
1032840,18828,8,0
2966190,21903,22,1
283801,35951,2,1
117749,6347,2,1
1461840,28330,5,0
283608,21137,1,0
205746,43295,3,1
2999513,44683,5,0
1674927,29898,40,0
412296,12159,7,1
228777,1890,1,1
2874706,5385,5,1
2517405,10326,2,1
2265652,33237,14,0
2475898,45007,13,1
359125,5258,2,1
1346706,49235,13,0
84961,46176,9,0
1195867,21137,19,0
2036741,11688,9,0
418233,47626,20,0
103342,34137,4,0
1746474,3376,5,1
2166618,27344,1,0
1159573,39877,3,0
423960,31506,2,1
2997515,9558,8,0
3224315,24489,4,1
2909786,12496,6,0
1709662,21267,32,0
2752500,8490,3,1
2999936,34220,4,1
3199124,34128,7,0
2319139,23291,4,1
595306,19511,1,1
391415,9409,11,0
1901556,38847,5,1
2166695,28842,2,1
1776033,24830,8,0
395554,38726,9,1
3414115,44375,2,1
2049360,27966,33,1
3301907,26790,11,1
3164932,3323,9,0
1394280,31040,4,0
1114834,39408,5,0
2102230,10978,6,0
1466436,44683,10,1
3373922,14168,1,0
3199090,49683,4,1
1757286,20034,20,0
167101,21938,6,0
1768969,47900,5,1
1371376,35221,2,1
316699,16759,5,0
2524642,28204,9,1
1373882,13870,9,0
1396099,39877,15,0
2313631,15592,1,1
3409238,21272,10,0
385594,3583,21,1
2891989,7628,12,0
321718,8277,18,1
1237151,49436,28,0
2535882,24852,1,1
2011581,20919,4,0
1983684,48215,12,1
403141,13870,1,0
468850,25890,1,1
344120,4290,14,0
66429,48577,13,1
485294,39035,2,0
1445322,24009,6,0
686983,24135,4,1
2708968,26131,13,1
691000,22825,4,1
553531,18339,15,1
1713756,44371,3,1
1321495,4605,2,0
393385,27757,4,1
2243946,19057,2,1
574542,42865,10,1
789535,25659,5,1
573782,39475,17,0
3271972,26717,5,1
2956879,24184,7,1
2377582,10091,14,1
1499423,21903,11,1
1905328,33132,7,0
2717132,30509,8,1
2305425,40198,6,1
1510225,13176,6,0
2552091,27845,3,1
96769,35973,16,1
2542849,42450,7,0
1775725,25199,2,1
3322600,42828,9,0
1008470,9337,7,1
2517245,47042,12,0
2605183,5097,10,0
374920,45763,5,1
3181236,24852,3,1
3061508,17155,4,0
1413777,39408,1,1
2194570,9598,3,1
500537,16221,3,1
900646,21137,23,0
1542836,4605,11,1
157097,25919,10,1
106926,35855,16,1
2506853,34668,6,1
2557852,48174,6,1
2013763,45772,4,1
21395,8306,27,1
3308318,48679,8,1
46978,21139,4,0
3338451,32449,13,1
2792057,45200,17,0
1585860,47962,12,1
1699678,22108,21,0
439850,42244,14,1
2033716,21137,3,0
2639953,47766,8,1
578524,17461,7,1
3009021,36646,8,0
2239389,35065,21,0
567978,14467,1,0
1277970,2091,19,0
706956,5438,21,0
873906,2664,8,1
748621,27521,3,1
1025513,10221,1,0
1105854,48974,6,0
3364093,34358,14,0
940171,16185,12,1
3349037,17284,6,0
612687,45948,16,0
1323242,14159,1,0
2044784,46822,1,1
68196,32650,3,0
1111181,6750,10,1
234752,7522,1,1
912822,2825,1,0
651795,41540,10,1
415704,37011,8,1
2626952,20995,9,1
806344,43789,4,1
2662513,16725,1,1
1021249,4614,14,0
1898827,35921,1,1
2459347,5499,7,1
673206,5539,5,1
2827506,29487,9,0
1817736,18487,20,0
782723,6576,18,0
1037935,39844,13,0
2048307,46026,2,1
2726004,2086,1,0
756366,47766,2,1
3025326,10603,6,1
3141831,7969,18,0
1838761,6187,2,1
1727838,44310,12,1
3190447,40604,2,1
1474460,9387,11,1
2154918,44616,1,0
1262143,18531,21,1
2439832,21903,11,0
2606926,35914,2,1
1712682,48192,3,1
650369,22935,1,1
1838976,1744,11,0
1188974,30489,4,1
1354645,44422,2,0
393641,5031,6,0
1104633,44471,12,1
3236816,15937,1,1
2787176,22802,6,0
2806828,28836,2,1
865936,29398,4,1
1326474,9387,14,1
470088,5876,7,1
2972804,15222,7,1
907391,45633,6,0
813783,21417,16,1
2577008,5578,8,0
2928771,21157,3,0
1867000,46755,17,1
133856,35108,14,0
122409,7126,3,1
2276613,31268,10,0
2178099,47804,13,1
3294833,5212,9,1
2875691,24242,7,0
3093074,38028,2,0
790048,23198,11,0
2935393,30610,21,0
905587,44359,4,0
1789829,13259,4,0
221831,46676,1,1
2213834,30489,6,1
3126628,3096,15,0
1288619,48957,14,0
590261,19678,13,0
884824,13176,14,0
505930,23025,24,0
3287587,2748,4,1
3181664,44632,8,0
961443,41290,2,1
3157462,15200,2,1
481312,44449,10,0
2419709,28928,2,1
804078,31487,1,1
625735,13176,7,1
963639,48742,7,1
3139407,4658,1,1
1116212,22993,19,0
710495,35221,9,1
957502,32605,3,1
17576,28476,3,1
103226,30456,6,0
94662,43182,23,1
2465217,24852,11,1
1140317,1463,5,1
439180,12456,2,0
726752,40198,6,0
1094763,4367,8,0
1410521,8048,1,1
2302322,48679,30,0
663255,24561,6,0
426339,5450,8,0
2362234,7862,4,1
747498,21711,4,0
453310,30965,11,0
1450787,41950,8,1
1583010,7175,1,1
1010985,4366,15,0
374211,30391,9,1
2552223,31242,15,0
1636754,24184,11,1
241518,39180,7,1
2816229,18465,4,1
2492604,28171,6,0
1583087,37825,8,1
2772165,29447,7,0
503292,48310,19,0
3687,43712,7,0
2097009,3855,4,0
1749304,14204,17,1
2778907,41540,11,1
3290825,46676,2,1
450377,20995,5,1
1181992,24703,1,1
181480,6075,8,1
1387343,24184,16,1
3182113,31915,2,1
191057,160,9,0
2161543,15290,6,0
777617,25890,26,1
2201914,46931,1,0
822278,4367,13,0
2376709,33027,9,1
2061100,13733,27,1
1436312,14396,3,0
10202,19678,3,1
922087,32299,15,0
1375219,18027,1,1
1904686,11358,4,1
221927,40063,6,1
3296575,40706,27,1
1402836,39864,23,0
1210861,20574,2,1
2515585,17794,10,1
2099364,49381,5,0
1733351,13870,12,0
1453570,9092,6,0
1157026,32134,3,0
749107,31523,23,0
2011246,13806,16,1
2003412,38720,9,1
2919335,2447,9,0
3401520,27845,9,1
1914352,28427,3,1
1073225,14858,15,0
636532,12427,2,1
1609090,26800,1,1
3103250,41950,4,0
1832975,36737,5,0
3158222,47626,12,0
2068116,21903,10,1
474933,27156,9,1
446222,39276,1,1
442778,19057,3,1
1194226,25931,6,1
3024387,29370,16,0
2615013,28593,12,0
1986410,22963,8,1
2843389,15547,7,1
1642497,21405,4,1
864671,11925,8,1
3242325,5383,18,0
13707,10433,5,0
3257780,15123,15,1
3256115,25949,9,1
2563548,24369,3,1
2862005,23233,3,1
182723,27105,9,0
2076468,42697,2,0
2513590,27663,6,0
3298631,19448,9,0
584183,21292,8,0
1391162,45603,4,1
1124809,21137,11,0
2395599,21269,7,1
411949,41834,17,1
1423237,42445,3,1
1056807,37357,6,0
1208363,15693,5,0
2328057,9583,2,1
1380319,41329,7,1
2692075,17429,21,1
1557550,20600,9,1
600825,30391,11,1
770814,40604,11,1
2188739,47759,3,1
2116866,47766,1,1
3164756,13819,4,1
2025341,19019,14,1
2409068,41787,5,1
38346,40199,4,1
3327495,5479,2,1
2964072,40268,7,1
1078913,47310,3,1
3170014,5785,6,1
2564368,8048,4,1
2275378,21903,7,1
1531791,21162,7,0
1605231,47652,5,1
1761886,41463,14,0
1391412,3919,2,0
1209424,2611,5,1
2654898,2091,4,1
2844259,2450,8,1
102032,38426,19,0
3346551,21137,1,1
2281439,38400,13,0
2264727,4799,6,0
2594596,48171,22,0
3088450,25146,2,1
1670452,44155,21,1
2834628,2707,3,0
3184512,28204,1,1
1031682,19057,5,1
2270926,24852,7,0
2375148,47209,15,1
1868184,8536,4,0
906128,9666,7,1
1065145,23291,2,0
1448742,38984,17,0
3282402,12816,11,0
1919778,49144,7,0
540473,37029,7,1
1245810,7175,16,0
512837,9934,5,0
2794179,15290,4,1
498384,10957,5,0
3311561,11109,1,1
2797159,46979,8,1
1677412,18926,1,0
3121541,39097,4,0
1077426,1503,4,1
759479,28842,7,0
1455626,12206,12,0
2303688,31506,2,1
1140673,36316,3,1
10952,20339,3,1
2465864,1559,5,1
1740117,30391,11,1
714316,2584,10,1
2967097,44142,5,1
2758491,15290,24,1
508500,29589,13,0
3240088,49533,21,1
656536,8730,28,0
480743,18523,3,1
2596058,18465,2,1
2121903,27845,2,1
2072625,35221,1,0
1024583,23630,12,1
3150959,40910,3,0
2965550,23687,9,1
1739783,27845,4,1
159852,18444,12,1
3168442,32747,21,1
3152256,28985,21,1
2000239,4314,1,1
2213516,16685,12,1
274072,47990,13,0
193764,40603,2,1
2961137,4957,22,0
619665,46363,3,1
1669885,34969,2,1
2012661,16647,1,1
1520574,36695,6,1
1039472,45769,2,0
3044033,1175,5,0
870434,49037,7,0
2605491,27344,4,1
1478874,24390,4,0
390111,47141,2,1
1945757,20940,2,1
1719024,13176,1,1
411904,21137,7,1
1707421,38777,15,0
2268065,30170,15,0
56782,42240,5,1
1872019,32652,8,0
1456516,44553,2,1
2957819,22950,3,1
1824881,23886,8,1
1282628,31683,20,0
2219160,8193,18,1
3064613,49383,2,1
1002204,17704,8,0
1851707,30827,3,1
767236,5782,11,0
2857451,23554,12,0
718755,44142,8,1
1396100,10527,12,1
1076972,42585,2,0
451665,26940,12,1
3084648,17872,11,1
2824504,33700,7,0
903586,43122,12,1
3411522,21410,4,0
8497,21137,4,1
281326,5450,20,1
1770548,5876,5,0
1494494,29432,5,1
1216567,30338,89,1
775986,47766,7,1
2008057,46307,5,1
1417096,19875,1,1
3311834,10246,6,0
1342251,29941,5,1
1266916,43352,17,1
2759025,37355,21,0
1766950,45007,9,0
2344572,33731,2,0
1891130,46505,9,0
2251524,32850,10,1
474387,31801,15,0
1091987,22367,4,1
20432,46562,2,0
1849773,196,2,1
1351736,45066,3,1
3046602,32429,17,1
752605,49608,12,1
1205897,40516,6,0
2745541,25212,27,0
3295648,22504,9,0
2417308,890,2,1
586821,26915,8,0
2199412,25339,16,1
35977,6166,5,1
2179293,37766,8,1
633017,15613,3,1
1954449,35284,10,0
2816501,1647,2,0
1330547,18926,2,1
1855993,25569,8,1
2105670,34166,4,1
1541057,12144,1,1
1199599,4210,3,0
961841,945,15,1
1826323,23986,2,1
2856120,47209,9,1
660485,14947,3,1
605906,15613,15,1
2803634,9521,6,0
807701,13380,2,0
2359835,19763,15,0
880028,3655,2,1
3039950,18656,5,1
1664319,26209,16,1
3380446,21872,19,0
2687844,2573,4,0
635052,3389,5,0
826929,48745,3,1
884986,45493,7,0
2983932,7881,10,0
3084082,46206,9,0
2985172,32915,1,0
1168792,40772,24,0
2788428,46047,15,0
2070313,28934,6,1
150853,5097,10,0
644873,17400,8,0
2072098,41566,6,0
2256552,13176,4,1
749851,9689,7,1
876341,9637,11,1
562616,25890,10,1
1458500,34069,26,1
1566104,19003,2,0
552453,41570,1,0
3305538,6638,3,1
2107250,47823,4,1
3099125,2974,4,1
341811,24561,9,1
1911371,36397,5,1
2354775,17140,11,0
1954083,20734,28,0
1416616,46023,11,0
1252235,7704,6,0
2934666,24838,2,1
2799847,29993,9,1
2384983,47479,12,0
191276,41690,10,0
3169095,33401,13,1
2610452,41463,6,1
845060,11187,3,1
732119,28582,5,0
2663843,14881,4,0
65516,29127,6,1
594711,48559,4,1
201253,22669,9,1
419480,38077,16,0
3376163,18606,2,1
1253001,42971,2,0
636013,48370,4,1
3221805,4920,8,0
2240288,21616,4,1
2509674,8424,4,1
2129141,30391,9,1
3031984,27845,2,1
2998930,24852,9,1
2055823,39374,4,0
491856,16823,11,0
2586597,39947,1,1
2062660,31506,44,1
831483,36735,2,1
2211568,5383,8,0
2910037,30489,3,1
1118879,13870,17,0
2978305,13541,1,1
533472,25890,1,1
799959,14704,1,1
2715185,29939,5,0
629699,42736,7,1
2763742,13176,4,0
2585095,18489,2,1
1411098,6343,2,1
1555717,16953,15,0
778484,40332,4,1
923025,24852,8,1
856570,21333,2,1
79432,10388,22,0
1133598,27966,16,0
3268562,29594,13,1
1394028,10441,1,1
574909,25197,12,1
2768635,8633,11,1
723691,13848,5,1
3311378,44683,7,1
2860482,44987,10,0
196595,29228,5,0
1000483,29837,4,0
2192223,38266,8,1
2816582,21949,19,0
181322,26209,2,1
2961193,26668,3,0
3277146,28985,12,1
2950681,4297,2,1
1605134,32369,1,1
150343,45066,11,1
2804003,26348,11,1
432194,39275,33,0
757059,47209,1,1
2472237,35053,2,1
599385,48310,12,1
714137,31506,7,0
768796,4071,1,1
3043688,15650,12,1
1473993,17794,5,1
2715234,2450,8,0
813569,27966,13,1
1476964,31630,5,1
1808087,18370,6,1
3139749,24382,3,0
3197964,4001,2,1
1783484,32374,3,1
1997712,31683,6,1
3286018,21938,7,0
1252260,46755,11,1
1582328,33754,3,0
1735671,4920,7,1
2880815,5535,5,1
2046376,24964,6,1
659264,27544,13,1
2782174,29204,11,1
1631910,15872,16,1
3304514,14633,24,1
2585058,27104,2,1
998372,20561,5,1
1555955,30489,5,1
3261261,19677,3,1
2791637,5258,10,0
2181701,130,1,0
2229398,2966,7,1
94342,35750,14,1
136241,14858,30,1
1043953,40706,15,1
142929,23662,2,0
1965639,48595,8,1
2465553,8414,6,1
1419026,15510,12,1
899121,28204,11,0
305458,17123,7,0
3412560,24117,3,1
1538122,45007,20,1
2491316,5876,10,0
855028,24239,31,0
3387814,8871,1,1
1490514,14084,18,1
1784194,37654,1,0
614865,31127,6,0
56644,11782,1,1
2937569,34126,14,1
348821,45832,2,0
871048,23288,7,1
2089146,12033,8,0
2153601,49683,11,1
1785143,35561,14,1
2976393,11770,14,0
119721,3358,1,0
3109335,20580,11,0
2178903,43713,4,0
676362,22908,27,1
920918,40945,2,1
3336567,40377,3,1
1588042,23211,3,1
3276441,47977,3,1
2696341,30391,4,1
2080507,16185,5,0
2184570,19068,21,0
3112575,5578,13,1
2940060,13176,9,1
1651554,41400,3,1
2716991,22935,10,0
117479,5445,7,1
1542305,49609,6,1
2305331,24964,10,1
2929303,44303,10,0
1313579,44422,17,0
227422,24964,7,1
352634,20463,3,1
309817,48112,35,0
736919,32691,20,0
2867544,32850,4,1
1337224,47209,2,1
1657860,26351,1,1
1092247,47209,7,1
2330554,47209,5,1
831475,40481,6,1
2838219,10246,2,0
2269956,26209,2,1
1544527,33129,3,0
1952476,46802,3,1
2547504,35336,2,1
202037,34450,3,1
1957151,3481,11,0
1327767,45571,11,1
1205317,24799,2,1
2459806,9796,7,0
3406238,10108,7,1
821482,22677,18,1
2515773,18370,1,1
2957989,28593,4,1
1281652,8414,6,1
2152709,24964,13,1
2965127,28494,14,0
1827846,24964,12,1
1373676,11520,2,1
1754437,44683,2,0
268191,36740,4,1
2660719,31231,2,1
1530335,40604,16,1
3394082,27966,5,1
3033694,30057,13,1
864900,7249,4,0
1219255,24838,15,1
66740,2581,4,0
1362572,11512,6,1
2510085,47993,14,1
1694380,24852,1,1
1706746,10749,12,1
2817673,7916,9,1
1307548,8831,3,0
2155088,6000,10,0
1372783,21630,1,1
3188088,39301,1,0
3049470,48193,2,0
705666,26384,7,1
1979523,38689,3,1
2544640,19887,1,0
2540064,25893,5,1
2786757,5782,17,0
1941367,1940,2,1
114998,41950,2,1
2409987,33819,4,1
3105538,8506,5,0
759007,5151,16,0
92335,14084,2,1
2138067,32177,5,0
1528968,41065,5,0
309525,3550,2,1
3116725,23375,3,1
1891892,21137,8,1
1715249,12395,14,1
2503839,32655,12,0
2283439,6184,12,1
2230572,14947,7,1
809746,10473,6,1
772910,17794,1,0
1908832,39070,6,0
2533780,26201,11,0
838696,25767,4,1
1482788,8518,1,1
1653682,40178,18,1
1686044,49235,1,1
429505,19005,6,0
156722,28289,23,1
522752,34358,1,0
2937169,42443,1,1
1155332,45007,12,1
672502,41089,39,0
924944,12767,1,0
2570690,12576,4,1
1186026,47144,1,0
3341833,9210,9,1
2202123,11023,9,0
277009,41694,12,0
758557,405,3,0
415962,19057,10,0
182861,19048,13,0
1256348,39928,3,0
1789210,38439,5,1
1138126,27690,3,1
2982502,14678,19,1
2838468,40268,12,1
2449817,24852,1,1
2160265,42067,12,0
453992,443,2,1
1321826,40519,17,1
222250,43154,1,0
276715,35221,3,0
1254085,43768,3,1
2853155,2091,2,1
3036569,41259,9,0
1294561,8595,1,0
1433046,21137,17,1
1627526,31717,16,1
2954193,13292,8,1
2484471,31030,20,0
2165572,13592,9,0
994950,28829,14,1
3185523,47209,3,1
543780,42265,3,1
1679486,13251,7,0
2611065,39275,7,1
10412,37354,7,0
2193812,33000,15,1
2425473,14129,12,0
628422,36550,3,1
2668323,28174,10,1
3214089,34627,13,1
3297851,12872,3,1
2956595,42265,8,1
1139008,45784,7,1
2635756,9558,4,1
1462998,18564,5,1
1800153,44100,3,1
2580079,40279,4,1
1223139,20697,2,1
2033074,2966,13,1
3107709,26410,5,1
1491076,40215,23,0
2170536,27684,11,0
3228649,481,2,1
2027660,41637,11,1
1774905,859,18,0
1265183,47766,10,0
969199,37220,7,0
1932035,9463,29,0
1866894,10603,5,1
813665,2426,10,1
3350792,35939,4,1
2052752,3243,2,1
542129,43409,12,1
2382048,21137,3,1
1718181,13829,15,0
619962,21137,2,1
595484,14678,8,1
924707,17027,4,1
2177761,9623,1,1
3387286,40939,4,1
1679806,30668,4,0
3417071,41806,4,1
2819570,37646,5,1
2487100,21687,18,1
1366249,2314,8,0
1789504,38293,3,1
891579,44728,1,0
1386444,34358,6,1
3316535,35151,7,1
982788,24852,8,1
3300538,16139,4,1
268383,36865,7,1
376508,36865,6,0
2357755,11182,7,1
3298907,43662,22,1
2456412,18811,21,0
197103,9092,10,1
2836081,33754,4,1
561520,46584,2,1
2663054,4889,10,0
2447892,24852,16,1
1422542,15785,10,1
1624296,38291,1,1
1390625,35004,4,1
57734,31717,1,0
2780688,25272,3,1
1309787,24852,1,1
1088327,17948,21,1
391054,19625,4,1
131062,34969,14,1
938579,49269,14,0
937710,47966,6,0
1276773,44632,3,0
1828227,39430,20,1
397179,1017,9,0
1056716,10749,4,1
1693345,16696,6,1
851070,10385,8,0
2350430,24852,3,1
589426,13655,27,0
3107901,1194,11,1
3209061,38248,14,1
1557089,41665,3,1
1931496,32403,1,1
1843923,29274,9,0
1850554,2108,4,1
752746,27966,13,0
1271368,162,14,1
42634,18659,6,1
1384421,21938,5,0
2620466,47626,22,0
3282350,13176,6,1
2228324,42352,4,1
968598,14833,17,0
2836629,24142,3,1
3318182,39509,13,0
2235187,40706,23,0
2528791,21292,10,0
2194002,42551,16,1
1822204,20512,6,0
730092,38313,6,1
1702481,19894,10,1
1003518,16145,20,0
1914738,9020,16,0
213587,1447,14,1
2491164,27845,6,1
2218171,31528,1,0
1547532,12254,7,1
1988284,37940,2,1
2653611,31528,11,1
817774,13563,6,1
1927788,34310,6,0
1708903,47866,4,1
2259144,1830,6,0
1563759,14218,3,0
3274411,22144,16,0
2077793,1234,7,1
3389925,30561,11,1
703128,21903,3,1
627513,19006,11,1
2108521,6003,15,0
2748635,21162,2,1
3086001,5913,3,1
2516259,43352,4,1
2333464,46969,1,0
313368,21903,11,1
2461772,37646,2,1
779758,19511,2,0
994212,21174,15,0
3033093,1463,2,1
2300937,20899,1,1
1959677,31506,11,0
1556665,41131,9,1
2483918,8424,15,0
998466,6849,8,0
3145898,38650,8,0
3366836,48679,6,1
775366,22328,8,0
675552,29447,3,1
329496,10807,5,0
233810,9076,1,1
549046,45302,20,1
3248891,38797,14,0
401232,49191,6,0
3294382,21777,6,1
2374256,34166,13,0
396575,38995,13,0
2741994,27966,3,1
1219120,43014,3,1
1136413,37065,4,1
1113993,10132,19,1
2564290,9955,2,1
1838703,25890,31,0
3070313,16419,1,1
407294,14371,19,1
382693,8518,5,0
1510544,41276,1,1
2933850,4605,6,1
1157037,23543,6,1
959470,4149,2,1
566584,1158,16,0
3317137,46145,8,1
368867,35655,5,1
2894973,24850,13,1
2232581,4799,9,1
1977668,18362,10,1
3331260,9076,17,0
1451913,28585,11,0
1855511,9634,14,0
873750,14337,3,1
2025778,18871,6,1
607319,14455,18,0
1318452,21501,16,1
1966694,46667,8,0
613683,44799,2,1
1882183,27156,8,0
2634140,46886,15,0
1637958,45633,3,1
2392099,39877,10,1
1567998,10106,8,0
2514583,29675,2,0
2679251,20320,1,0
2055439,13176,11,1
2018446,10753,1,1
1657421,2120,1,1
674225,24852,1,1
3255834,48679,6,0
1773514,28597,12,1
